game_id,game_name,game_name_ver,game_name_en,game_name_abbr,prep_fun_name,input,extra,index_main,index_reverse
268008982655055,儿童青少年时间管理倾向量表,,Time Management,TimeMng,sumscore,,,,
279044271042629,元认知意识问卷,,Metacognition,Meta,sumscore,,,,
386157589676805,创新人格问卷,1.0.0,Creative Personality Questionnaire,CPQ,sumscore,,,,
268008982646911,压力事件,,Stress,Stress,sumscore,,,,
391556354638725,困倦程度,,Sleepiness,Sleepiness,,,,,
396559862781125,在线实验被试须知,1.0.0,Notice,Notice,,,,,
268008982655060,在线认知测评知情同意书,,Consent,Consent,,,,,
386143504143109,坚韧力问卷,1.0.0,Tenacity Questionnaire,Tenacity,sumscore,,,,
268008982655049,基本信息,,Basic Information,Info,,,,,
268008982655045,大五人格测验BFAS版本,,BFAS,BFAS,sumscore,,,,
267565210513477,大学生基本信息问卷,,Basic Information Pro,InfoPro,sumscore,,,,
268008982663257,孤独感,,Loneliness,lone,sumscore,,,,
280443619795013,学业成就归因量表,,Learning Attribution,Attribution,sumscore,,,,
280444748546117,学习动机和策略问卷,,Learning Motivation and Strategy,Motive,sumscore,,,,
268008982646869,家长问卷-冲动行为,,Parent Impulsivity,ParentImp,sumscore,,,,
268008982663238,家长问卷-注意行为,,Parent Inattention,ParentIna,sumscore,,,,
268008982642790,小学生学习习惯问卷,,Learn Habit,Habit,sumscore,,,,
268008982655086,希望量表,,Hope,Hope,sumscore,,,,
383637861135109,序列记忆-记忆策略,1.0.0,Sequence Memory Strategy,SMS,sumscore,,,,
268008982671450,心境焦虑症状,,Anxiety,Anxiety,sumscore,,,,
268008982642778,心理健康自评量表,,Mental Health Self-report,MHSelf,sumscore,,,,
268008982642799,心理健康问卷,,Mental Health Scale,MHScale,sumscore,,,,
268008982650999,情绪觉察问卷,儿童版,Emotion Perception,EmoPerc,sumscore,,,,
268008982663282,情绪调节问卷,,Emotion Regulation,EmoReg,sumscore,,,,
268008982663281,情绪跷跷板,,Emotion Seesaw,EmoSee,sumscore,,,,
268008982663251,愤怒量表,,Anger,Anger,sumscore,,,,
268008982646900,成长型思维量表,,Mindset,Mindset,sumscore,,,,
268008982659142,执行功能行为评定量表,,Executive Function Evaluation,EFEval,sumscore,,,,
388200929063813,推理测验,1.0.0,Plot Reasoning,PlotR,,,,,
372015018025733,新冠感染与恢复详细情况调查,1.0.0,COVID Questionnaire,COVID,,,,,
383626886017797,日常记忆表现,1.0.0,Everyday Memory Questionnaire,EMQ,sumscore,,,,
358858000081797,明尼苏达问卷,,Minnesota Multiphasic Personality Inventory,MMPI,sumscore,,,,
383674715747205,昨夜睡眠质量,1.0.0,Last-Night Sleep Quality Questionnaire,LNSQQ,sumscore,,,,
268008982646865,正负情绪测查,,Positive and negative emotion test,PNET,sumscore,,,,
268008982659161,注意力评定量表,,ADHD Evaluation,ADHD,sumscore,,,,
268008982659168,父母温暖度,,Warmth,Warmth,sumscore,,,,
268008982642794,瑞文标准推理,,Raven's Standard Progressive Matrices,RSPM,countcorrect,,,nc,f
268008982659174,瑞文标准推理偶数版,,Raven's Standard Progressive Matrices Even,RSPME,countcorrect,,,nc,f
268008982663250,瑞文标准推理奇数版,,Raven's Standard Progressive Matrices Odd,RSPMO,countcorrect,,,nc,f
268008982663272,生活满意度,,Satisfaction With Life Scale,SWLS,sumscore,,,,
383795602420485,睡眠信念和态度,1.0.0,Sleep Belief Questionnaire,SBQ,sumscore,,,,
383791726646021,睡眠类型,1.0.0,Sleep Type Questionnaire,STQ,sumscore,,,,
383639942255493,社交达人记忆策略,1.0.0,Face Name Strategy,FNS,sumscore,,,,
268008982642810,社会支持,,Society Support,SS,sumscore,,,,
425183713345861,竞争合作意识问卷,,Competitive Cooperation Questionnaire,CCQ,sumscore,,,,
268008982655064,职业价值观量表,,Occupational Values Scale,OVS,sumscore,,,,
268008982659188,记忆力自测量表,,Memory Self-assess,MemSelf,sumscore,,,,
383637084689157,记忆策略的使用,1.0.0,Memory Strategy Usage,MSU,sumscore,,,,
268008982667338,记忆策略量表,,Memory Strategy,MemStrat,sumscore,,,,
268008982655054,贝克抑郁量表,,Beck Depression Inventory,BDI,sumscore,,,,
268008982646896,贝克焦虑量表,,Beck Anxiety Inventory,BAI,sumscore,,,,
391429131297669,贪婪问卷,1.0.0,Greed Questionnaire,Greed,sumscore,,,,
383679060169477,近一个月睡眠质量,1.0.0,Last-Month Sleep Quality Questionnaire,LMSQQ,sumscore,,,,
268008982667389,通用非智力图形测试,,General Nonverbal Reasoning,GNVR,countcorrect,,,nc,f
268008982659157,通用非智力数字推理测验,,General Digital Reasoning,GDR,countcorrect,,,nc,f
383634608857989,遗忘与错误记忆严重性,1.0.0,Forget Severity,FS,sumscore,,,,
383628661912453,遗忘与错误记忆频率,1.0.0,Forget Frequency,FF,sumscore,,,,
268008982671436,长处和困难问卷,,Strength Scale,Strength,countcorrect,,,,
268008982651004,霍兰德职业测验,,The Self-Directed Search,SDS,sumscore,,,,
268008982655072,青少年心理韧性量表,,Adolescent Resilience Scale,ARS,sumscore,,,,
